CMDLINE /home/nel/anaconda3/envs/caiman/bin/python3.7 memory.py
MEM 221.230469 1584632033.2154
MEM 221.230469 1584632033.3156
MEM 221.484375 1584632033.4159
MEM 221.484375 1584632033.5161
MEM 221.484375 1584632033.6164
MEM 221.484375 1584632033.7166
MEM 221.484375 1584632033.8168
MEM 221.484375 1584632033.9171
MEM 221.484375 1584632034.0173
MEM 221.484375 1584632034.1175
MEM 221.484375 1584632034.2177
MEM 221.484375 1584632034.3179
MEM 221.484375 1584632034.4182
MEM 221.484375 1584632034.5184
MEM 221.484375 1584632034.6186
MEM 221.484375 1584632034.7189
MEM 221.484375 1584632034.8191
MEM 221.484375 1584632034.9193
MEM 221.484375 1584632035.0195
MEM 221.484375 1584632035.1198
MEM 221.484375 1584632035.2201
MEM 221.484375 1584632035.3203
MEM 221.484375 1584632035.4205
MEM 221.484375 1584632035.5207
MEM 221.484375 1584632035.6210
MEM 221.484375 1584632035.7212
MEM 221.484375 1584632035.8214
MEM 221.484375 1584632035.9216
MEM 221.484375 1584632036.0218
MEM 221.484375 1584632036.1220
MEM 221.742188 1584632036.2223
MEM 221.742188 1584632036.3225
MEM 221.742188 1584632036.4227
MEM 221.742188 1584632036.5229
MEM 221.742188 1584632036.6232
MEM 221.742188 1584632036.7234
MEM 221.742188 1584632036.8236
MEM 221.742188 1584632036.9238
MEM 221.742188 1584632037.0241
MEM 221.996094 1584632037.1243
MEM 224.843750 1584632037.2245
MEM 225.097656 1584632037.3248
MEM 225.230469 1584632037.4250
MEM 225.230469 1584632037.5252
MEM 227.488281 1584632037.6255
MEM 229.519531 1584632037.7257
MEM 231.308594 1584632037.8260
MEM 232.042969 1584632037.9262
MEM 232.550781 1584632038.0264
MEM 233.167969 1584632038.1266
MEM 233.339844 1584632038.2269
MEM 233.734375 1584632038.3271
MEM 233.953125 1584632038.4273
MEM 234.140625 1584632038.5276
MEM 234.902344 1584632038.6278
MEM 248.847656 1584632038.7281
MEM 326.386719 1584632038.8284
MEM 330.695312 1584632038.9287
MEM 332.808594 1584632039.0289
MEM 335.042969 1584632039.1292
MEM 336.089844 1584632039.2294
MEM 336.457031 1584632039.3296
MEM 337.898438 1584632039.4299
MEM 338.664062 1584632039.5301
MEM 339.656250 1584632039.6304
MEM 340.269531 1584632039.7306
MEM 341.691406 1584632039.8309
MEM 342.738281 1584632039.9312
MEM 344.988281 1584632040.0315
MEM 346.492188 1584632040.1317
MEM 346.699219 1584632040.2320
MEM 348.246094 1584632040.3323
MEM 350.644531 1584632040.4325
MEM 352.296875 1584632040.5328
MEM 354.054688 1584632040.6330
MEM 356.617188 1584632040.7333
MEM 358.359375 1584632040.8335
MEM 360.859375 1584632040.9338
MEM 361.242188 1584632041.0340
MEM 361.242188 1584632041.1343
MEM 361.242188 1584632041.2346
MEM 365.808594 1584632041.3348
MEM 367.585938 1584632041.4351
MEM 367.863281 1584632041.5353
MEM 369.609375 1584632041.6356
MEM 371.183594 1584632041.7358
MEM 374.054688 1584632041.8360
MEM 375.156250 1584632041.9363
MEM 376.878906 1584632042.0366
MEM 379.371094 1584632042.1368
MEM 380.527344 1584632042.2371
MEM 382.039062 1584632042.3373
MEM 382.781250 1584632042.4376
MEM 383.687500 1584632042.5378
MEM 384.535156 1584632042.6380
MEM 385.816406 1584632042.7382
MEM 387.843750 1584632042.8385
MEM 389.375000 1584632042.9387
MEM 390.410156 1584632043.0390
MEM 391.597656 1584632043.1392
MEM 391.949219 1584632043.2395
MEM 392.785156 1584632043.3398
MEM 393.882812 1584632043.4400
MEM 393.972656 1584632043.5402
MEM 394.460938 1584632043.6405
MEM 1119.878906 1584632043.7408
MEM 1239.503906 1584632043.8411
MEM 1477.722656 1584632043.9413
MEM 1718.519531 1584632044.0416
MEM 1954.914062 1584632044.1419
MEM 2188.492188 1584632044.2421
MEM 2423.359375 1584632044.3425
MEM 1871.898438 1584632044.4428
MEM 2137.703125 1584632044.5431
MEM 2410.468750 1584632044.6433
MEM 2584.750000 1584632044.7436
MEM 2584.750000 1584632044.8439
MEM 2584.750000 1584632044.9442
MEM 2584.750000 1584632045.0445
MEM 2584.750000 1584632045.1448
MEM 2584.750000 1584632045.2450
MEM 2584.750000 1584632045.3453
MEM 2584.750000 1584632045.4456
MEM 2584.750000 1584632045.5459
MEM 2584.750000 1584632045.6461
MEM 2584.750000 1584632045.7463
MEM 2584.750000 1584632045.8466
MEM 2584.750000 1584632045.9469
MEM 2584.750000 1584632046.0472
MEM 2584.750000 1584632046.1474
MEM 2584.750000 1584632046.2477
MEM 2584.750000 1584632046.3480
MEM 2584.750000 1584632046.4483
MEM 2584.750000 1584632046.5486
MEM 2584.750000 1584632046.6489
MEM 2584.750000 1584632046.7491
MEM 2584.750000 1584632046.8494
MEM 2584.750000 1584632046.9497
MEM 2584.750000 1584632047.0499
MEM 2584.750000 1584632047.1502
MEM 2584.750000 1584632047.2505
MEM 1859.636719 1584632047.3507
MEM 1869.175781 1584632047.4510
MEM 1878.457031 1584632047.5512
MEM 1887.480469 1584632047.6515
MEM 1900.113281 1584632047.7518
MEM 1913.003906 1584632047.8520
MEM 1925.636719 1584632047.9522
MEM 1935.175781 1584632048.0525
MEM 1944.714844 1584632048.1528
MEM 1954.253906 1584632048.2530
MEM 1963.792969 1584632048.3533
MEM 1973.332031 1584632048.4535
MEM 1982.613281 1584632048.5538
MEM 1991.636719 1584632048.6541
MEM 2001.175781 1584632048.7544
MEM 2010.714844 1584632048.8546
MEM 2020.253906 1584632048.9549
MEM 2029.792969 1584632049.0551
MEM 2039.332031 1584632049.1554
MEM 2051.191406 1584632049.2557
MEM 2060.730469 1584632049.3560
MEM 2070.269531 1584632049.4562
MEM 2079.808594 1584632049.5565
MEM 2091.667969 1584632049.6567
MEM 2100.949219 1584632049.7570
MEM 2110.488281 1584632049.8573
MEM 2120.027344 1584632049.9575
MEM 2129.308594 1584632050.0577
MEM 2138.589844 1584632050.1580
MEM 2148.386719 1584632050.2583
MEM 2157.925781 1584632050.3585
MEM 2167.464844 1584632050.4587
MEM 2176.746094 1584632050.5589
MEM 2186.027344 1584632050.6592
MEM 2195.566406 1584632050.7594
MEM 2204.847656 1584632050.8596
MEM 2214.128906 1584632050.9599
MEM 2223.667969 1584632051.0601
MEM 2233.207031 1584632051.1603
MEM 2242.746094 1584632051.2606
MEM 2252.285156 1584632051.3608
MEM 2261.824219 1584632051.4611
MEM 2271.105469 1584632051.5613
MEM 2280.644531 1584632051.6616
MEM 2289.925781 1584632051.7619
MEM 2299.207031 1584632051.8622
MEM 2308.746094 1584632051.9624
MEM 2321.636719 1584632052.0627
MEM 2330.917969 1584632052.1629
MEM 2340.457031 1584632052.2631
MEM 2349.996094 1584632052.3634
MEM 2359.792969 1584632052.4637
MEM 2369.074219 1584632052.5639
MEM 2378.355469 1584632052.6642
MEM 2387.894531 1584632052.7644
MEM 2397.175781 1584632052.8647
MEM 2406.457031 1584632052.9650
MEM 2415.738281 1584632053.0652
MEM 2424.761719 1584632053.1655
MEM 2434.300781 1584632053.2658
MEM 2443.839844 1584632053.3660
MEM 2453.378906 1584632053.4663
MEM 2462.660156 1584632053.5666
MEM 2471.941406 1584632053.6668
MEM 2481.480469 1584632053.7671
MEM 2491.277344 1584632053.8673
MEM 2500.816406 1584632053.9676
MEM 2510.097656 1584632054.0679
MEM 2519.378906 1584632054.1681
MEM 2528.917969 1584632054.2684
MEM 2537.425781 1584632054.3686
MEM 2546.964844 1584632054.4689
MEM 2556.246094 1584632054.5692
MEM 2565.527344 1584632054.6695
MEM 2575.324219 1584632054.7697
MEM 2584.863281 1584632054.8699
MEM 1873.351562 1584632054.9702
MEM 2066.195312 1584632055.0705
MEM 2259.296875 1584632055.1709
MEM 2452.398438 1584632055.2712
MEM 1899.347656 1584632055.3714
MEM 2019.980469 1584632055.4717
MEM 1874.351562 1584632055.5720
MEM 1883.523438 1584632055.6723
MEM 1884.707031 1584632055.7726
MEM 1884.832031 1584632055.8728
MEM 2014.992188 1584632055.9731
MEM 2002.101562 1584632056.0734
MEM 1885.082031 1584632056.1737
MEM 2039.156250 1584632056.2740
MEM 2020.000000 1584632056.3742
MEM 1886.480469 1584632056.4745
MEM 1987.539062 1584632056.5748
MEM 2039.117188 1584632056.6751
MEM 1886.519531 1584632056.7754
MEM 1937.304688 1584632056.8757
MEM 2057.425781 1584632056.9760
MEM 1886.523438 1584632057.0762
MEM 1886.523438 1584632057.1765
MEM 2033.464844 1584632057.2768
MEM 2017.480469 1584632057.3771
MEM 1886.539062 1584632057.4774
MEM 2009.253906 1584632057.5777
MEM 2057.468750 1584632057.6780
MEM 1886.566406 1584632057.7782
MEM 1898.937500 1584632057.8785
MEM 2031.964844 1584632057.9788
MEM 1886.585938 1584632058.0790
MEM 1914.167969 1584632058.1793
MEM 2030.933594 1584632058.2796
MEM 2019.230469 1584632058.3799
MEM 1886.585938 1584632058.4802
MEM 2003.886719 1584632058.5805
MEM 2057.492188 1584632058.6808
MEM 1886.589844 1584632058.7811
MEM 1886.589844 1584632058.8813
MEM 2008.773438 1584632058.9817
MEM 2019.242188 1584632059.0819
MEM 1886.597656 1584632059.1822
MEM 1905.671875 1584632059.2825
MEM 2144.664062 1584632059.3828
MEM 2171.695312 1584632059.4831
MEM 2165.968750 1584632059.5834
MEM 1886.597656 1584632059.6837
MEM 1886.597656 1584632059.7839
MEM 1886.601562 1584632059.8842
MEM 1830.832031 1584632059.9845
MEM 429.199219 1584632060.0848
MEM 422.578125 1584632060.1851
